"","TaxonKey","TaxonName","CommonName","Gear","GearName","bycatch","destruction","FunctionalGroupDescription","fish_type"
"1011",400454,"Engraulidae","Anchovies",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1012",650136,"Pseudopercis semifasciata","Argentinian sandperch",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1013",501940,"Sardinella","Sardinella",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1014",601351,"Paralichthys olivaceus","Bastard halibut",1400,"gillnets","high","non-destructive","Large flatfishes (>=90 cm)","demersal"
"1015",600491,"Pampus argenteus","Silver pomfret",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1016",600033,"Molva molva","Ling",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"1017",500107,"Squalus","Dogfishes",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1018",501132,"Upeneus","Tropical goatfishes",1400,"gillnets","high","non-destructive","Small reef assoc. fish (<30 cm)","pelagic"
"1019",400190,"Lophiidae","Goosefishes",563,"pound nets","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1020",601661,"Engraulis capensis","Cape anchovy",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1021",500107,"Squalus","Dogfishes",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"1022",501145,"Pagellus","Pandoras",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1023",501905,"Thunnus","Tuna",450,"longline tuna","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1024",690309,"Tapes pullastra","Pullet carpet shell",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1025",690678,"Glycymeris glycymeris","Dog cockle",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1026",612922,"Seriolella punctata","Silver warehou",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1027",601350,"Sardina pilchardus","European pilchard",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1028",604796,"Sarda chiliensis lineolata","Pacific bonito",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1029",600026,"Glyptocephalus cynoglossus","Witch",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"1030",600315,"Eleginus gracilis","Saffron cod",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1031",590046,"Haliotis","Abalones",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1032",507720,"Stolephorus","Indo-Pacific anchovies",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1033",504943,"Pterygotrigla","Pterygotrigla",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1034",603810,"Anarhichas denticulatus","Northern wolffish",900,"seine nets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1035",100056,"Clams  cockles  arkshells","Clams  cockles  arkshells",214,"tongs","low","non-destructive",NA,"demersal"
"1036",400382,"Nototheniidae","Cod icefishes",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1037",600005,"Orthopristis chrysoptera","Pigfish",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1038",400421,"Centrolophidae","Medusafishes",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1039",601933,"Caranx crysos","Blue runner",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1040",600474,"Champsocephalus gunnari","Mackerel icefish",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"1041",500487,"Scomberomorus","Seerfishes",424,"troll lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1042",600517,"Atheresthes stomias","Arrowtooth flounder",422,"set lines","high","non-destructive","Small to medium flatfishes (<90 cm)","pelagic"
"1043",602499,"Chelon labrosus","Thicklip grey mullet",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1044",601893,"Atule mate","Yellowtail scad",922,"boat seines","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1045",605537,"Bolbometopon muricatum","Green humphead parrotfish",921,"beach seines","high","non-destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1046",602691,"Salvelinus malma malma","Dolly varden",422,"set lines","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1047",690166,"Ruditapes decussatus","Grooved carpet shell",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1048",601453,"Dussumieria acuta","Rainbow sardine",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"1049",490063,"Mactridae","Mactra surf clams",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1050",600076,"Helicolenus dactylopterus dactylopterus","Blackbelly rosefish",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1051",600388,"Selaroides leptolepis","Yellowstripe scad",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1052",400080,"Osmeridae","Smelts",1400,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"1053",600090,"Cetorhinus maximus","Basking shark",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1054",602669,"Coregonus autumnalis","Arctic cisco",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1055",600308,"Gadus macrocephalus","Pacific cod",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"1056",100047,"Miscellaneous marine crustaceans","Marine crustaceans",1400,"gillnets","high","non-destructive","Shrimps","demersal"
"1057",500654,"Merluccius","Hakes",850,"mid-water trawls","high","non-destructive","Medium bathydemersals (30 - 89 cm)","pelagic"
"1058",500551,"Plotosus","Eel catfishes",850,"mid-water trawls","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1059",602692,"Stenodus leucichthys","Inconnu",1400,"gillnets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"1060",690151,"Penaeus monodon","Giant tiger prawn",700,"bagnets","low","non-destructive","Shrimps","demersal"
"1061",606479,"Saurida tumbil","Greater lizardfish",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1062",605604,"Cheilinus undulatus","Humphead wrasse",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1063",605604,"Cheilinus undulatus","Humphead wrasse",921,"beach seines","high","non-destructive","Large reef assoc. fish (>=90 cm)","demersal"
"1064",601356,"Spondyliosoma cantharus","Black seabream",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1065",606507,"Sargocentron spiniferum","Sabre squirrelfish",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1066",600517,"Atheresthes stomias","Arrowtooth flounder",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"1067",600260,"Harpadon nehereus","Bombay duck",1400,"gillnets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1068",502682,"Dicentrarchus","European/spotted seabass",1020,"purse seines","low","non-destructive","Large demersals (>=90 cm)","demersal"
"1069",290011,"Echinoidea","Sea urchins",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1070",600645,"Lepidopus caudatus","Silver scabbardfish",850,"mid-water trawls","high","non-destructive","Large bathydemersals (>=90 cm)","pelagic"
"1071",602499,"Chelon labrosus","Thicklip grey mullet",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"1072",600374,"Decapterus russelli","Indian scad",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1073",690081,"Aulacomya ater","Cholga mussel",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1074",602691,"Salvelinus malma malma","Dolly varden",1400,"gillnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1075",500112,"Lophius","Monkfishes",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1076",601454,"Dussumieria elopsoides","Slender rainbow sardine",840,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"1077",400421,"Centrolophidae","Medusafishes",420,"with gorges or hooks","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1078",600126,"Scomberomorus maculatus","Spanish mackerel",500,"traps","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"1079",600419,"Argyrosomus hololepidotus","Southern meagre",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"1080",612547,"Coregonus muksun","Muksun",1400,"gillnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1081",607619,"Leucoraja fullonica","Shagreen ray",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"1082",600125,"Scomberomorus lineolatus","Streaked seerfish",922,"boat seines","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1083",600020,"Argentina sphyraena","Argentine",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"1084",606447,"Cephalopholis hemistiktos","Yellowfin hind",100,"without gear","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1085",590079,"Metanephrops","Lobsterette",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1086",601663,"Engraulis japonicus","Japanese anchovy",840,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"1087",603267,"Regalecus glesne","King of herrings",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1088",604708,"Pomadasys jubelini","Sompat grunt",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1089",500142,"Scomber","Mackerels",922,"boat seines","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1090",590049,"Littorina","Periwinkles",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1091",400421,"Centrolophidae","Medusafishes",560,"trapping gear","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"1092",390006,"Sepiida","Cuttlefishes",850,"mid-water trawls","high","non-destructive","Cephalopods","pelagic"
"1093",603987,"Sebastes paucispinis","Bocaccio",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1094",100345,"Shrimps  prawns","Natantian decapods",700,"bagnets","low","non-destructive",NA,"pelagic"
"1095",690176,"Mactra sachalinensis","Hen clam",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"1096",590125,"Arca","Ark clams",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"1097",601005,"Seriola dumerili","Greater amberjack",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1098",690378,"Farfantepenaeus notialis","Southern pink shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"1099",600692,"Lichia amia","Leerfish",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1100",602503,"Chimaera monstrosa","Rabbit fish",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"1101",690753,"Chaceon affinis","Deep-sea red crab",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"1102",600854,"Scyliorhinus stellaris","Nursehound",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"1103",600148,"Thunnus tonggol","Longtail tuna",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1104",607111,"Cryodraco antarcticus","Cryodraco antarcticus",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"1105",505469,"Rastrelliger","Indo-Pacific mackerels",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1106",601508,"Sardinella gibbosa","Goldstripe sardinella",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"1107",290002,"Cephalopoda","Cephalopods",400,"Lines","low","non-destructive","Cephalopods","pelagic"
"1108",600369,"Trachurus lathami","Rough scad",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"1109",500912,"Priacanthus","Bigeyes",850,"mid-water trawls","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1110",600227,"Megalops cyprinoides","Indo-Pacific tarpon",450,"longline tuna","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"1111",612547,"Coregonus muksun","Muksun",420,"with gorges or hooks","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"1112",602535,"Alopias vulpinus","Thintail thresher",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"1113",100044,"King crabs  squat-lobsters","Craylets  squat lobsters",830,"dredges","high","destructive",NA,"demersal"
"1114",601363,"Trachinus draco","Greater weever",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1115",690088,"Octopus vulgaris","Common octopus",500,"traps","high","non-destructive","Cephalopods","demersal"
"1116",600487,"Ammodytes personatus","Pacific sandeel",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"1117",400277,"Cottidae","Sculpins",1400,"gillnets","high","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1118",601059,"Hemiramphus brasiliensis","Ballyhoo",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1119",400326,"Gerreidae","Mojarras",1410,"set gillnets","high","non-destructive","Small benthopelagics (<30 cm)","pelagic"
"1120",690621,"Paralithodes camtschaticus","Red king crab",551,"pots","high","non-destructive","Lobsters, crabs","demersal"
"1121",690284,"Panopea abrupta","Pacific geoduck",214,"tongs","low","non-destructive","Other demersal invertebrates","demersal"
"1122",502004,"Seriolella","Barrelfishes",1400,"gillnets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"1123",600384,"Megalaspis cordyla","Torpedo scad",1420,"driftnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1124",604827,"Sphyraena jello","Pickhandle barracuda",1410,"set gillnets","high","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"1125",690753,"Chaceon affinis","Deep-sea red crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"1126",600131,"Scomberomorus niphonius","Japanese Spanish mackerel",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
