,,,,,,,,,,,,,,,,,,,,,,,SANITATION,Year,,,,,NATIONAL,,,,,,,RURAL,,,,,,,URBAN,,,,,,,,,,,,,,,
Congo,COG,2011,    4 177,64,14,29,48,8,0.15,-0.04,6,9,66,19,0.00,0.21,19,41,38,2,0.15,-0.07,Congo,2011,,-,-,-,-,12,2,1,-,-,-,-,5,0,0,-,-,-,-,15,3,1,,,,,,,,,,,,
Congo,COG,2012,    4 286,64,15,30,48,8,0.15,-0.04,6,9,66,20,0.00,0.21,20,41,37,2,0.15,-0.07,Congo,2012,,-,-,-,-,12,2,1,-,-,-,-,5,0,0,-,-,-,-,15,3,1,,,,,,,,,,,,
Congo,COG,2013,    4 394,65,15,30,47,8,0.15,-0.04,6,9,66,20,0.00,0.21,20,42,37,2,0.15,-0.07,Congo,2013,,-,-,-,-,12,2,1,-,-,-,-,5,0,0,-,-,-,-,16,3,1,,,,,,,,,,,,
Congo,COG,2014,    4 505,65,15,30,47,8,0.15,-0.04,6,9,66,20,0.00,0.21,20,42,36,2,0.15,-0.07,Congo,2014,,-,-,-,-,12,2,0,-,-,-,-,5,0,0,-,-,-,-,16,3,1,,,,,,,,,,,,
Congo,COG,2015,    4 620,65,15,30,46,8,0.15,-0.04,6,9,66,20,0.00,0.21,20,42,36,2,0.15,-0.07,Congo,2015,,-,-,-,-,12,2,0,-,-,-,-,5,0,0,-,-,-,-,16,3,1,,,,,,,,,,,,
Cook Islands,COK,2000,       18,65,92,0,7,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2001,       18,67,93,0,7,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2001,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2002,       18,68,93,0,6,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2002,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2003,       19,69,93,0,6,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2003,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2004,       19,70,94,0,5,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2004,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2005,       19,71,94,0,5,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2005,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2006,       20,72,95,0,4,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2007,       20,72,95,0,4,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2007,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2008,       20,73,96,0,3,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2008,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2009,       20,73,96,0,3,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2009,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2010,       20,73,96,0,3,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2010,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2011,       20,74,97,0,2,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2011,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2012,       21,74,97,0,2,1,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2012,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2013,       21,74,98,0,2,0,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2013,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2014,       21,74,98,0,2,0,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2014,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cook Islands,COK,2015,       21,75,98,0,2,0,0.37,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,Cook Islands,2015,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Costa Rica,CRI,2000,    3 925,59,94,1,4,1,0.20,-0.04,90,1,7,1,0.28,-0.05,97,1,2,1,0.07,-0.03,Costa Rica,2000,,-,-,-,1,4,62,29,-,-,-,0,8,76,6,-,-,-,2,1,52,44,,,,,,,,,,,,
Costa Rica,CRI,2001,    3 997,60,94,1,4,1,0.20,-0.04,90,1,7,1,0.28,-0.05,97,1,2,1,0.07,-0.03,Costa Rica,2001,,-,-,-,1,3,63,29,-,-,-,0,7,77,6,-,-,-,2,1,53,43,,,,,,,,,,,,
Costa Rica,CRI,2002,    4 063,62,95,1,4,1,0.20,-0.04,91,1,7,1,0.28,-0.05,97,1,1,0,0.07,-0.03,Costa Rica,2002,,-,-,-,1,3,63,28,-,-,-,0,7,78,6,-,-,-,2,1,54,42,,,,,,,,,,,,
Costa Rica,CRI,2003,    4 126,63,95,1,3,1,0.20,-0.04,91,1,7,1,0.28,-0.05,97,1,1,0,0.07,-0.03,Costa Rica,2003,,-,-,-,1,3,64,28,-,-,-,0,6,79,6,-,-,-,2,1,55,41,,,,,,,,,,,,
Costa Rica,CRI,2004,    4 187,64,95,1,3,1,0.20,-0.04,91,1,6,1,0.28,-0.05,97,1,1,0,0.07,-0.03,Costa Rica,2004,,-,-,-,1,2,65,28,-,-,-,0,6,79,6,-,-,-,2,1,57,40,,,,,,,,,,,,
Costa Rica,CRI,2005,    4 248,66,95,1,3,1,0.20,-0.04,91,1,6,1,0.28,-0.05,97,1,1,0,0.07,-0.03,Costa Rica,2005,,-,-,-,1,2,66,28,-,-,-,0,5,80,6,-,-,-,2,1,58,39,,,,,,,,,,,,
Costa Rica,CRI,2006,    4 309,67,96,1,3,1,0.20,-0.04,92,1,6,1,0.28,-0.05,97,1,1,0,0.07,-0.03,Costa Rica,2006,,-,-,-,1,2,66,27,-,-,-,0,4,81,6,-,-,-,2,0,59,38,,,,,,,,,,,,
Costa Rica,CRI,2007,    4 369,68,96,1,3,1,0.20,-0.04,92,1,6,1,0.28,-0.05,97,1,1,0,0.07,-0.03,Costa Rica,2007,,-,-,-,1,2,67,27,-,-,-,0,4,82,6,-,-,-,2,0,60,37,,,,,,,,,,,,
Costa Rica,CRI,2008,    4 430,69,96,1,3,0,0.20,-0.04,92,1,6,1,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2008,,-,-,-,1,1,68,27,-,-,-,0,3,83,6,-,-,-,1,0,61,36,,,,,,,,,,,,
Costa Rica,CRI,2009,    4 488,71,96,1,2,0,0.20,-0.04,93,1,5,1,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2009,,-,-,-,1,1,69,26,-,-,-,0,3,84,6,-,-,-,1,0,63,35,,,,,,,,,,,,
Costa Rica,CRI,2010,    4 545,72,96,1,2,0,0.20,-0.04,93,1,5,1,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2010,,-,-,-,1,1,70,26,-,-,-,0,2,84,6,-,-,-,1,0,64,34,,,,,,,,,,,,
Costa Rica,CRI,2011,    4 600,73,97,1,2,0,0.20,-0.04,93,1,5,1,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2011,,-,-,-,1,1,70,25,-,-,-,0,2,85,6,-,-,-,1,0,65,33,,,,,,,,,,,,
Costa Rica,CRI,2012,    4 654,74,97,1,2,0,0.20,-0.04,93,1,5,1,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2012,,-,-,-,1,0,71,25,-,-,-,0,1,86,6,-,-,-,1,0,66,32,,,,,,,,,,,,
Costa Rica,CRI,2013,    4 706,75,97,1,2,0,0.20,-0.04,94,1,4,1,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2013,,-,-,-,1,0,72,24,-,-,-,0,1,87,6,-,-,-,1,0,67,31,,,,,,,,,,,,
Costa Rica,CRI,2014,    4 758,76,97,1,2,0,0.20,-0.04,94,1,4,0,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2014,,-,-,-,1,0,73,24,-,-,-,0,0,88,6,-,-,-,1,0,68,30,,,,,,,,,,,,
Costa Rica,CRI,2015,    4 808,77,97,1,2,0,0.20,-0.04,94,1,4,0,0.28,-0.05,98,1,1,0,0.07,-0.03,Costa Rica,2015,,-,-,-,1,0,74,23,-,-,-,0,0,88,6,-,-,-,1,0,70,29,,,,,,,,,,,,
Côte d'Ivoire,CIV,2000,   16 518,44,22,18,23,36,0.50,-0.84,9,11,21,59,0.25,-0.83,40,29,25,7,0.31,-0.16,Côte d'Ivoire,2000,,-,-,-,-,14,5,4,-,-,-,-,8,1,0,-,-,-,-,21,10,9,,,,,,,,,,,,
Côte d'Ivoire,CIV,2001,   16 865,44,23,19,23,35,0.50,-0.84,9,11,22,58,0.25,-0.83,40,29,25,6,0.31,-0.16,Côte d'Ivoire,2001,,-,-,-,-,15,5,4,-,-,-,-,8,1,0,-,-,-,-,22,10,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2002,   17 185,45,23,19,23,35,0.50,-0.84,9,11,22,58,0.25,-0.83,41,29,24,6,0.31,-0.16,Côte d'Ivoire,2002,,-,-,-,-,15,5,4,-,-,-,-,9,1,0,-,-,-,-,22,10,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2003,   17 492,46,24,20,23,34,0.50,-0.84,10,11,22,57,0.25,-0.83,41,29,24,6,0.31,-0.16,Côte d'Ivoire,2003,,-,-,-,-,16,5,4,-,-,-,-,9,1,0,-,-,-,-,23,10,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2004,   17 803,46,24,20,23,33,0.50,-0.84,10,12,23,56,0.25,-0.83,41,30,23,6,0.31,-0.16,Côte d'Ivoire,2004,,-,-,-,-,16,5,4,-,-,-,-,9,1,0,-,-,-,-,23,10,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2005,   18 133,47,25,20,23,32,0.50,-0.84,10,12,23,55,0.25,-0.83,41,30,23,6,0.31,-0.16,Côte d'Ivoire,2005,,-,-,-,-,16,5,4,-,-,-,-,9,1,0,-,-,-,-,23,11,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2006,   18 486,48,25,21,23,31,0.50,-0.84,10,12,23,54,0.25,-0.83,42,30,23,6,0.31,-0.16,Côte d'Ivoire,2006,,-,-,-,-,16,5,4,-,-,-,-,9,1,0,-,-,-,-,23,11,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2007,   18 862,48,26,21,23,30,0.50,-0.84,11,13,23,53,0.25,-0.83,42,30,22,5,0.31,-0.16,Côte d'Ivoire,2007,,-,-,-,-,16,6,4,-,-,-,-,10,1,0,-,-,-,-,23,11,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2008,   19 262,49,26,21,23,29,0.50,-0.84,11,13,24,53,0.25,-0.83,42,30,22,5,0.31,-0.16,Côte d'Ivoire,2008,,-,-,-,-,17,6,4,-,-,-,-,10,1,0,-,-,-,-,23,12,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2009,   19 685,50,27,22,23,29,0.50,-0.84,11,13,24,52,0.25,-0.83,43,31,22,5,0.31,-0.16,Côte d'Ivoire,2009,,-,-,-,-,17,7,4,-,-,-,-,10,1,0,-,-,-,-,23,12,8,,,,,,,,,,,,
Côte d'Ivoire,CIV,2010,   20 132,51,27,22,23,28,0.50,-0.84,11,13,24,51,0.25,-0.83,43,31,21,5,0.31,-0.16,Côte d'Ivoire,2010,,-,-,-,-,17,7,4,-,-,-,-,10,1,0,-,-,-,-,23,13,7,,,,,,,,,,,,
Côte d'Ivoire,CIV,2011,   20 604,51,28,23,23,27,0.50,-0.84,12,14,25,50,0.25,-0.83,43,31,21,5,0.31,-0.16,Côte d'Ivoire,2011,,-,-,-,-,17,7,4,-,-,-,-,10,1,0,-,-,-,-,23,13,7,,,,,,,,,,,,
Côte d'Ivoire,CIV,2012,   21 103,52,28,23,23,26,0.50,-0.84,12,14,25,49,0.25,-0.83,44,31,20,5,0.31,-0.16,Côte d'Ivoire,2012,,-,-,-,-,17,8,4,-,-,-,-,10,1,0,-,-,-,-,23,14,7,,,,,,,,,,,,
Côte d'Ivoire,CIV,2013,   21 622,53,29,23,22,25,0.50,-0.84,12,14,25,48,0.25,-0.83,44,32,20,4,0.31,-0.16,Côte d'Ivoire,2013,,-,-,-,-,17,8,4,-,-,-,-,10,2,0,-,-,-,-,23,14,7,,,,,,,,,,,,
Côte d'Ivoire,CIV,2014,   22 157,53,29,24,22,24,0.50,-0.84,12,15,25,48,0.25,-0.83,44,32,20,4,0.31,-0.16,Côte d'Ivoire,2014,,-,-,-,-,17,8,4,-,-,-,-,11,2,0,-,-,-,-,23,15,7,,,,,,,,,,,,
Côte d'Ivoire,CIV,2015,   22 702,54,30,24,22,24,0.50,-0.84,13,15,26,47,0.25,-0.83,45,32,19,4,0.31,-0.16,Côte d'Ivoire,2015,,-,-,-,-,18,9,4,-,-,-,-,11,2,0,-,-,-,-,23,15,7,,,,,,,,,,,,
Croatia,HRV,2000,    4 428,56,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,1,0,0.02,0.00,Croatia,2000,,60,20,0,39,5,36,56,-,-,-,20,7,60,29,64,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2001,    4 408,56,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,1,0,0.02,0.00,Croatia,2001,,60,20,0,39,5,36,56,-,-,-,20,7,60,29,64,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2002,    4 397,56,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2002,,60,20,0,39,5,36,56,-,-,-,20,7,60,29,64,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2003,    4 390,56,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2003,,60,20,0,39,5,36,56,-,-,-,20,7,60,29,64,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2004,    4 385,56,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2004,,60,20,0,39,5,36,57,-,-,-,20,7,60,29,64,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2005,    4 378,56,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2005,,60,20,0,39,5,36,57,-,-,-,20,7,60,29,64,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2006,    4 369,57,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2006,,60,20,0,40,5,36,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2007,    4 357,57,97,2,1,0,0.02,-0.02,96,2,1,1,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2007,,60,20,0,40,5,35,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2008,    4 344,57,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2008,,60,20,0,40,5,35,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2009,    4 330,57,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2009,,60,20,0,40,5,35,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2010,    4 316,58,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2010,,60,20,0,40,5,35,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2011,    4 302,58,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2011,,60,20,0,40,5,35,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2012,    4 287,58,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2012,,60,20,0,40,5,35,57,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2013,    4 271,58,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2013,,60,20,0,40,5,35,58,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2014,    4 256,59,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2014,,60,20,0,40,5,35,58,-,-,-,20,7,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Croatia,HRV,2015,    4 240,59,97,2,1,0,0.02,-0.02,96,2,2,0,0.02,-0.04,98,1,0,0,0.02,0.00,Croatia,2015,,60,20,0,40,5,35,58,-,-,-,20,8,60,29,65,10,0,55,3,16,78,,,,,,,,,,,,
Cuba,CUB,2000,   11 117,75,89,5,4,2,0.11,-0.10,80,6,10,5,0.55,-0.26,92,5,2,1,-0.04,-0.04,Cuba,2000,,32,25,0,8,23,26,40,-,-,-,2,49,18,12,31,22,0,9,15,29,49,,,,,,,,,,,,
Cuba,CUB,2001,   11 151,76,89,5,4,2,0.11,-0.10,80,6,10,5,0.55,-0.26,92,5,2,1,-0.04,-0.04,Cuba,2001,,32,25,0,8,23,26,40,-,-,-,2,50,18,12,31,22,0,9,15,29,49,,,,,,,,,,,,
Cuba,CUB,2002,   11 185,76,89,5,4,2,0.11,-0.10,81,6,9,4,0.55,-0.26,92,5,2,1,-0.04,-0.04,Cuba,2002,,32,25,0,8,23,26,40,-,-,-,2,50,18,12,31,22,0,9,15,29,49,,,,,,,,,,,,
Cuba,CUB,2003,   11 215,76,90,5,4,2,0.11,-0.10,81,6,9,4,0.55,-0.26,92,5,3,1,-0.04,-0.04,Cuba,2003,,32,25,0,8,24,26,40,-,-,-,2,51,18,12,31,22,0,9,15,29,49,,,,,,,,,,,,
Cuba,CUB,2004,   11 241,76,90,5,4,1,0.11,-0.10,82,6,9,4,0.55,-0.26,92,5,3,1,-0.04,-0.04,Cuba,2004,,32,25,0,8,24,26,40,-,-,-,2,51,18,12,31,22,0,9,15,29,49,,,,,,,,,,,,
Cuba,CUB,2005,   11 261,76,90,5,4,1,0.11,-0.10,83,6,8,3,0.55,-0.26,92,5,3,1,-0.04,-0.04,Cuba,2005,,32,25,0,8,23,26,41,-,-,-,2,51,19,12,31,21,0,9,14,28,50,,,,,,,,,,,,
Cuba,CUB,2006,   11 275,76,90,5,4,1,0.11,-0.10,83,6,8,3,0.55,-0.26,92,5,3,1,-0.04,-0.04,Cuba,2006,,32,24,0,8,23,26,41,-,-,-,2,51,20,13,30,21,0,10,14,28,50,,,,,,,,,,,,
Cuba,CUB,2007,   11 284,76,90,5,4,1,0.11,-0.10,84,6,8,3,0.55,-0.26,92,5,3,1,-0.04,-0.04,Cuba,2007,,32,24,0,8,23,26,42,-,-,-,2,50,21,13,30,20,0,10,14,27,51,,,,,,,,,,,,
Cuba,CUB,2008,   11 290,76,90,5,4,1,0.11,-0.10,84,6,7,3,0.55,-0.26,92,5,3,1,-0.04,-0.04,Cuba,2008,,32,24,0,8,22,25,42,-,-,-,2,50,22,13,30,20,0,10,14,26,52,,,,,,,,,,,,
Cuba,CUB,2009,   11 297,77,90,5,4,1,0.11,-0.10,85,6,7,2,0.55,-0.26,92,5,3,0,-0.04,-0.04,Cuba,2009,,32,24,0,8,22,25,43,-,-,-,2,49,23,13,30,20,0,10,13,26,52,,,,,,,,,,,,
Cuba,CUB,2010,   11 308,77,90,5,4,1,0.11,-0.10,85,6,7,2,0.55,-0.26,92,5,3,0,-0.04,-0.04,Cuba,2010,,32,23,0,8,22,25,44,-,-,-,2,49,23,13,29,19,0,10,13,25,53,,,,,,,,,,,,
Cuba,CUB,2011,   11 324,77,90,5,4,1,0.11,-0.10,86,6,6,2,0.55,-0.26,92,5,3,0,-0.04,-0.04,Cuba,2011,,31,23,0,8,21,25,44,-,-,-,3,48,24,13,29,19,0,10,13,25,54,,,,,,,,,,,,
Cuba,CUB,2012,   11 343,77,91,5,4,1,0.11,-0.10,86,6,6,2,0.55,-0.26,92,5,3,0,-0.04,-0.04,Cuba,2012,,31,23,0,8,21,25,45,-,-,-,3,48,25,13,29,19,0,10,13,24,55,,,,,,,,,,,,
Cuba,CUB,2013,   11 363,77,91,5,4,1,0.11,-0.10,87,6,6,1,0.55,-0.26,92,5,3,0,-0.04,-0.04,Cuba,2013,,31,23,0,9,21,24,46,-,-,-,3,47,26,14,29,18,0,10,12,24,55,,,,,,,,,,,,
Cuba,CUB,2014,   11 379,77,91,5,4,0,0.11,-0.10,88,6,5,1,0.55,-0.26,92,5,4,0,-0.04,-0.04,Cuba,2014,,31,22,0,9,20,24,46,-,-,-,3,47,27,14,28,18,0,11,12,23,56,,,,,,,,,,,,
Cuba,CUB,2015,   11 390,77,91,5,4,0,0.11,-0.10,88,6,5,1,0.55,-0.26,92,5,4,0,-0.04,-0.04,Cuba,2015,,31,22,0,9,20,24,47,-,-,-,3,47,28,14,28,17,0,11,12,23,57,,,,,,,,,,,,
Curaçao,CUW,2000,      132,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2000,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2001,      130,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2001,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2002,      129,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2002,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2003,      128,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2003,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2004,      128,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2004,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2005,      129,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2005,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2006,      132,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2007,      136,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2007,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2008,      140,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2008,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2009,      144,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2009,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2010,      148,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2010,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2011,      150,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2011,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2012,      153,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2012,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2013,      154,90,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2013,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2014,      156,89,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2014,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Curaçao,CUW,2015,      157,89,99,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Curaçao,2015,,-,-,-,-,-,80,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
Cyprus,CYP,2000,      943,69,100,0,0,0,-0.04,0.00,100,0,0,0,-0.09,0.00,100,0,0,0,-0.02,0.00,Cyprus,2000,,76,24,0,53,47,-,53,-,-,-,9,91,-,9,87,14,0,73,27,-,73,,,,,,,,,,,,
Cyprus,CYP,2001,      961,69,100,0,0,0,-0.04,0.00,100,0,0,0,-0.09,0.00,100,0,0,0,-0.02,0.00,Cyprus,2001,,77,23,0,53,47,-,53,-,-,-,9,91,-,9,87,14,0,73,27,-,73,,,,,,,,,,,,
Cyprus,CYP,2002,      980,69,100,0,0,0,-0.04,0.00,100,0,0,0,-0.09,0.00,100,0,0,0,-0.02,0.00,Cyprus,2002,,76,24,0,53,47,-,53,-,-,-,9,91,-,9,87,14,0,73,27,-,73,,,,,,,,,,,,
Cyprus,CYP,2003,      998,69,100,0,0,0,-0.04,0.00,100,0,0,0,-0.09,0.00,100,0,0,0,-0.02,0.00,Cyprus,2003,,76,24,0,53,47,-,53,-,-,-,9,91,-,9,87,14,0,73,27,-,73,,,,,,,,,,,,
